NR_CANDIDATO,NM_CANDIDATO,SG_PARTIDO,DS_SIT_TOT_TURNO,QT_VOTOS_NOMINAIS,ANO
1708,RUBENS NUSQUE JUNIOR,PSL,SUPLENTE,11359,2018
1709,RODRIGO SALOMÃO JUNQUEIRA,PSL,SUPLENTE,14057,2018
1710,CARLA ZAMBELLI SALGADO,PSL,ELEITO POR QP,76306,2018
1712,LUIZ CARLOS DA COSTA VALLE,PSL,SUPLENTE,20461,2018
1715,MARCUS VINICIUS DE ARAUJO DANTAS,PSL,SUPLENTE,19731,2018
1717,ROBERTO SEBASTIÃO PETERNELLI JUNIOR,PSL,ELEITO POR QP,74190,2018
1718,GREICE NAOMI YAMAGUCHI,PSL,SUPLENTE,5905,2018
1720,EDUARDO NANTES BOLSONARO,PSL,ELEITO POR QP,1843735,2018
1721,LUIZA POLYDORO,PSL,SUPLENTE,2830,2018
1723,LEVI GONÇALO CAVALINI,PSL,SUPLENTE,3990,2018
1725,EDGAR SOUZA DOS SANTOS,PSL,SUPLENTE,6184,2018
1727,RICARDO AUGUSTO FELICIO,PSL,SUPLENTE,11163,2018
1728,JONATAS LIMA DE AMORIM,PSL,SUPLENTE,5482,2018
1729,SHEILA LUNDGREN SANI,PSL,SUPLENTE,2043,2018
1733,PATRICIA BUENO NETTO,PSL,SUPLENTE,14825,2018
1736,ROGÉRIO ALBERTO REAME,PSL,SUPLENTE,2008,2018
1737,JOSÉ ADRIANO CASTANHO FERREIRA,PSL,SUPLENTE,24029,2018
1739,LUCIANA BIASI MENDES SILVA,PSL,SUPLENTE,196,2018
1740,ROBSON DOS SANTOS ALVES,PSL,SUPLENTE,2340,2018
1742,LUCAS HENRIQUE TREVIZAN,PSL,SUPLENTE,1242,2018
1743,MARCELO CECCHETTINI,PSL,SUPLENTE,23912,2018
1744,VINICIUS TADEU SATTIN RODRIGUES,PSL,SUPLENTE,25908,2018
1745,MARIO CESAR RODRIGUES,PSL,SUPLENTE,3532,2018
1750,NOILTON SILVESTRE RAMOS,PSL,SUPLENTE,13499,2018
1751,RAMIRO ALVES DA ROCHA CRUZ JUNIOR,PSL,SUPLENTE,1810,2018
1753,PAULO FERNANDO DO CARMO,PSL,SUPLENTE,2147,2018
1755,CLEONICE DE OLIVEIRA,PSL,SUPLENTE,5613,2018
1756,ENEAS PASIN GALVÃO DE CASTRO,PSL,SUPLENTE,5729,2018
1757,ANA CLAUDIA PERES LUCAS LOPES,PSL,SUPLENTE,2483,2018
1758,VALMIR BEBER,PSL,SUPLENTE,22031,2018
1759,ARIADNE FABIANA RODRIGUES ALVARENGA,PSL,SUPLENTE,880,2018
1764,ROGER LIN,PSL,SUPLENTE,6005,2018
1767,OSMAR DELLA PASCHOA JUNIOR,PSL,SUPLENTE,2523,2018
1768,SELMA DE SOUZA RODRIGUES,PSL,SUPLENTE,278,2018
1770,NICOLINO BOZZELLA JUNIOR,PSL,ELEITO POR QP,78712,2018
1771,JOICE CRISTINA HASSELMANN,PSL,ELEITO POR QP,1078666,2018
1773,IVONE GRESSENS,PSL,SUPLENTE,1182,2018
1776,OSMAR BERNARDES JUNIOR,PSL,SUPLENTE,8777,2018
1777,ALEXANDRE FROTA DE ANDRADE,PSL,ELEITO POR QP,155522,2018
1778,MITEL MAZARD,PSL,SUPLENTE,1839,2018
1781,CLEMIR BATISTA RODRIGUES DA SILVA,PSL,SUPLENTE,286,2018
1783,ELISANGELA VALINHO QUEIROZ DOS SANTOS,PSL,SUPLENTE,585,2018
1785,MARGARETE SA DOS REIS,PSL,SUPLENTE,1680,2018
1787,LUCIANE MOREIRA DE SOUZA,PSL,SUPLENTE,649,2018
1788,JOSÉ ROBERTO DE CASTRO,PSL,SUPLENTE,24863,2018
1789,JOSÉ DE CASTRO COIMBRA,PSL,SUPLENTE,19127,2018
1790,JOSÉ GUILHERME NEGRÃO PEIXOTO,PSL,ELEITO POR QP,31718,2018
1791,ANETE MARIA PIZZIMENTI,PSL,SUPLENTE,3228,2018
1795,JUNIA MARCIA ROCHA COIMBRA NAVAS,PSL,SUPLENTE,330,2018
1797,NESTOR DO VAL NETO,PSL,SUPLENTE,1896,2018
1799,ORLANDO APARECIDO TOMASELLA,PSL,SUPLENTE,16422,2018
1800,MARCOS ANDRÉ PAPA,REDE,NÃO ELEITO,23703,2018
1801,CRISTIANE APARECIDA DOS SANTOS BARROS,REDE,NÃO ELEITO,537,2018
1807,CÉSAR ROCHA ANDRADE DA SILVA,REDE,NÃO ELEITO,8055,2018
1808,WELLINGTON NOGUEIRA SANTOS JUNIOR,REDE,NÃO ELEITO,22345,2018
1810,CLÁUDIO ROBERTO DOS SANTOS,REDE,NÃO ELEITO,841,2018
1811,JOSÉ ROGÉRIO MOREIRA SANTANA,REDE,NÃO ELEITO,2191,2018
1815,MARCIA CRISTINA DE OLIVEIRA,REDE,NÃO ELEITO,578,2018
1817,CRISTIANO RICARDO DOS SANTOS,REDE,NÃO ELEITO,875,2018
1818,KAYO FELYPE NACHTAJLER AMADO,REDE,NÃO ELEITO,54944,2018
1819,JOSÉ GUSTAVO FAVARO BARBOSA SILVA,REDE,NÃO ELEITO,15225,2018
1822,PATRICIA SILVA ZANELLA,REDE,NÃO ELEITO,9708,2018
1823,LUIZ FERNANDO DE JESUS,REDE,NÃO ELEITO,550,2018
1828,JUAREZ PEREIRA DIAS,REDE,NÃO ELEITO,870,2018
1830,WAGNER DEOCLECIANO RIBEIRO,REDE,NÃO ELEITO,1572,2018
1833,ISMAEL ANTONIO FREIRE,REDE,NÃO ELEITO,632,2018
1834,CÉLIA DO CARMO SILVA,REDE,NÃO ELEITO,1054,2018
1838,CLAÚDIO DE JESUS PAES,REDE,NÃO ELEITO,1047,2018
1844,RITA DE CÁSSIA MONTEIRO MARZULLO,REDE,NÃO ELEITO,322,2018
1851,ETTORI SOUZA MOREIRA,REDE,NÃO ELEITO,218,2018
1853,LUIZ TADEU CORREIA DA SILVA,REDE,NÃO ELEITO,536,2018
1855,LUCAS COSTA SANTOS,REDE,NÃO ELEITO,347,2018
1858,EDMAR LUZ DE ALMEIDA,REDE,NÃO ELEITO,1795,2018
1870,JACQUELINE MOREIRA DOS SANTOS ALMEIDA,REDE,NÃO ELEITO,2608,2018
1877,SARA JANE RONCOLATO ZANETTI,REDE,NÃO ELEITO,596,2018
1878,ROGÉRIO DIAS DE ANDRADE,REDE,NÃO ELEITO,283,2018
1881,JOÃO CARLOS NAVARRETE FILHO,REDE,NÃO ELEITO,3263,2018
1888,ANTONIO D AGOSTINO,REDE,NÃO ELEITO,2174,2018
1889,EVANDRO JOSÉ GRATON,REDE,NÃO ELEITO,245,2018
1898,MARIA EDUARDA CÚRIO ALCÂNTARA E SILVA,REDE,NÃO ELEITO,12538,2018
1899,CARLOS ALBERTO DOS SANTOS,REDE,NÃO ELEITO,4017,2018
1901,WAGNER BAPTISTA RIGUEIRA,PODE,SUPLENTE,5276,2018
1902,LEONOR SANTOS LISBOA,PODE,SUPLENTE,630,2018
1903,MARCOS CESAR DOS SANTOS,PODE,SUPLENTE,617,2018
1908,ANA CAROLINA DIAS RAMOS,PODE,SUPLENTE,440,2018
1910,NATANIEL DA SILVA CARVALHO,PODE,SUPLENTE,20591,2018
1911,SINVAL MALHEIROS PINTO JUNIOR,PODE,SUPLENTE,39124,2018
1912,CLÉBER ARAÚJO BARBOSA,PODE,SUPLENTE,3284,2018
1914,CRISTINA RODRIGUES DE SOUZA,PODE,SUPLENTE,1264,2018
1915,ANDRÉ ELIAS RODINI LUIZ,PODE,SUPLENTE,2890,2018
1916,SAMUEL DO LAGO SOUZA,PODE,SUPLENTE,2368,2018
1917,NELSON CHANG PYO HONG,PODE,SUPLENTE,1925,2018
1918,EUDES AMARO DA SILVA,PODE,SUPLENTE,266,2018
1919,RENATA HELLMEISTER DE ABREU,PODE,ELEITO POR QP,161239,2018
1920,MARCO ANTONIO FELICIANO,PODE,ELEITO POR QP,239784,2018
1921,NOEME BATISTA GIL,PODE,SUPLENTE,345,2018
1922,JOÃO MANUEL BAPTISTA,PODE,SUPLENTE,735,2018
1923,VLADIMIR FERNANDES DE ALMEIDA,PODE,SUPLENTE,1845,2018
1925,MARCELO RIBEIRO COSTA,PODE,SUPLENTE,626,2018
1926,ANDREIA MARIA ANDRADE,PODE,SUPLENTE,552,2018
1927,ALFREDO DUQUE DE ALMEIDA FILHO,PODE,SUPLENTE,2501,2018
1928,CESAR AUGUSTO BIAGIONI,PODE,SUPLENTE,595,2018
1930,ALICIO HONORIO DE ANDRADE,PODE,SUPLENTE,923,2018
1931,MARCOS EDUARDO COUTINHO,PODE,SUPLENTE,464,2018
1932,RICARDO GAMBARONI,PODE,SUPLENTE,3868,2018
1933,FRANCISCO ALEXANDRE FILHO,PODE,SUPLENTE,25210,2018
1936,MARIA MADALENA ALVES MONTEIRO,PODE,SUPLENTE,813,2018
1937,SILVIA DOS SANTOS NAKANO,PODE,SUPLENTE,846,2018
1938,CONSTANTIN KAZAKOS,PODE,SUPLENTE,322,2018
1939,MARCEL DE OLIVEIRA MARCONDES,PODE,SUPLENTE,257,2018
1940,LUIZ CLAUDIO NOGAROTO AMARAL,PODE,SUPLENTE,6396,2018
1942,SERGIO ROBERTO RIBEIRO DOS SANTOS,PODE,SUPLENTE,433,2018
1943,MARÇAL BORGES DA SILVA,PODE,SUPLENTE,1203,2018
1944,JOÃO MARCOS MOREIRA GUIMARÃES SANTOS,PODE,SUPLENTE,1779,2018
1945,LILIAN MARIA ALCKMIN DE SOUZA FRANCO,PODE,SUPLENTE,1434,2018
1946,FERNANDA LOPES DE ANDRADE FREITAS,PODE,SUPLENTE,240,2018
1947,ROSANGELA LOBO TEIXEIRA ZIZLER,PODE,SUPLENTE,362,2018
1949,DANILO DE SOUZA PAULI,PODE,SUPLENTE,579,2018
1951,ADRIANO DOS SANTOS,PODE,SUPLENTE,6163,2018
1952,LUIZ CLÁUDIO SANTOS ROSA,PODE,SUPLENTE,720,2018
1953,ALBERTO ALVES COUTINHO,PODE,SUPLENTE,1299,2018
1954,RAMSÉS THOMAZ,PODE,SUPLENTE,1704,2018
1955,JULIANO CAMILO BORGES,PODE,SUPLENTE,3873,2018
1956,ROBERTO RODRIGUES RIBEIRO,PODE,SUPLENTE,2404,2018
1961,NOEMIA VIEIRA FONSECA,PODE,SUPLENTE,983,2018
1962,DAVILSON MENDONÇA,PODE,SUPLENTE,512,2018
1963,LEIA SOARES DOS SANTOS,PODE,SUPLENTE,1019,2018
1966,ANTONIO MARCOS GRACIANI,PODE,SUPLENTE,1812,2018
1968,WANESSA IGESCA VALVERDE,PODE,SUPLENTE,1136,2018
1970,EDSON ALMEIDA DA SILVA,PODE,SUPLENTE,1578,2018
1971,RENATO TAMAIO DE SOUZA,PODE,SUPLENTE,1528,2018
1972,NEUSA RIBEIRO DALTRO,PODE,SUPLENTE,273,2018
1973,GERALDO ARISTIDES RUFINO,PODE,SUPLENTE,17713,2018
1976,FERNANDO HENRIQUE VIEIRA SANTOS,PODE,SUPLENTE,984,2018
1977,KAWEL RODRIGO LOTTI,PODE,SUPLENTE,4184,2018
1978,MARCOS AURÉLIO DE LIMA,PODE,SUPLENTE,350,2018
1979,WAGNER NESPOLI,PODE,SUPLENTE,983,2018
1980,ROSEMEIRE MARTINS DE CARVALHO RIBEIRO,PODE,SUPLENTE,1882,2018
1981,RICARDO SOUZA DOS SANTOS,PODE,SUPLENTE,1880,2018
1982,ALESSANDRANGELO LONDINO FRONTERA,PODE,SUPLENTE,371,2018
1984,GILVANDRO JOSE ALVES DE OLIVEIRA FILHO,PODE,SUPLENTE,538,2018
1985,AIRTON SANTOS LOPES,PODE,SUPLENTE,2351,2018
1987,JOSE DONIZETI LOUSADA,PODE,SUPLENTE,1398,2018
1988,LI SIU YUK,PODE,SUPLENTE,9080,2018
1989,RUI ROBSON DA PAZ,PODE,SUPLENTE,1221,2018
1990,NIVALDO SOARES DA SILVA FILHO,PODE,SUPLENTE,1457,2018
1991,FRANCISCO MARCELO ORTIZ FILHO,PODE,SUPLENTE,8813,2018
1992,GABRIEL SOUZA DE JESUS,PODE,SUPLENTE,396,2018
1993,LUCÉLIA DE SOUZA ALKIMIM,PODE,SUPLENTE,1649,2018
1994,JOSÉ PRUDÊNCIO DOS SANTOS FILHO,PODE,SUPLENTE,315,2018
1995,MÉRCIA MARA FALCINI,PODE,SUPLENTE,3656,2018
1996,NARA SANTANA DE OLIVEIRA,PODE,SUPLENTE,227,2018
1997,JORGE PINTO CARNEIRO,PODE,SUPLENTE,783,2018
1999,ROBERTO ALVES DE LUCENA,PODE,ELEITO POR MÉDIA,56033,2018
2020,GILBERTO NASCIMENTO SILVA,PSC,ELEITO POR MÉDIA,91797,2018
2030,SILVIO ZABISKY NETO,PSC,SUPLENTE,6091,2018
2055,ADRIANO MARINHO DE OLIVEIRA,PSC,SUPLENTE,2053,2018
2100,MERCEDES LIMA,PCB,SUPLENTE,1677,2018
2121,MAURICIO ORESTES PARISI,PCB,SUPLENTE,1251,2018
2200,JOSÉ AUGUSTO ROSA,PR,ELEITO POR QP,242327,2018
2202,WALID ALI HAMID,PR,SUPLENTE,11964,2018
2206,RAIMUNDA FERREIRA XAVIER SANTOS,PR,SUPLENTE,582,2018
2207,SILVIO ANDREI RODRIGUES,PR,SUPLENTE,47650,2018
2208,MARIO LUCIO DA SILVA,PR,SUPLENTE,16633,2018
2210,MARILZA OLIVEIRA DE JESUS ORIGUELA,PR,SUPLENTE,726,2018
2211,JULIANA AUGUSTO CARDOSO,PR,SUPLENTE,25396,2018
2212,ADAILTON CERQUEIRA SANTOS JUNIOR,PR,SUPLENTE,5701,2018
2214,CLAUDIA LOPES DE SOUZA,PR,SUPLENTE,528,2018
2215,APARECIDO MOREIRA DA SILVA,PR,SUPLENTE,5693,2018
2217,RITA DE CASSIA ALVES,PR,SUPLENTE,688,2018
2220,ROBERTO HIDEO YAMAUCHI,PR,SUPLENTE,13105,2018
2221,VALDEMAR ROSENDO MARQUES,PR,SUPLENTE,798,2018
2222,FRANCISCO EVERARDO OLIVEIRA SILVA,PR,ELEITO POR QP,453855,2018
2223,NELSON DOS SANTOS FERRAZ,PR,SUPLENTE,2088,2018
2224,PAULO DARIO BAUERMEISTER,PR,SUPLENTE,1423,2018
2225,GIOMÁRIO MENDES CARNEIRO,PR,SUPLENTE,3502,2018
2226,JOSÉ PEDRO CORNÉLIO,PR,SUPLENTE,1416,2018
2227,DAMIÃO FRANCO DE SOUZA,PR,SUPLENTE,4755,2018
2230,NADIR TAVARES ALBERTO,PR,SUPLENTE,832,2018
2232,DAVID MONTEIRO DE MELLO,PR,SUPLENTE,861,2018
2233,PAULO ROBERTO FREIRE DA COSTA,PR,ELEITO POR QP,109461,2018
2234,ROGERIO MONTEIRO BARBOSA,PR,SUPLENTE,6858,2018
2235,DANIEL DE ALENCAR SILVA,PR,SUPLENTE,775,2018
2240,KATIA DA SILVA SASTRE,PR,ELEITO POR QP,264013,2018
2242,LUZIA SEFORA DA SILVA,PR,SUPLENTE,573,2018
2244,LUIZ CARLOS MOTTA,PR,ELEITO POR MÉDIA,75218,2018
2245,JOSÉ APARECIDO DE LIRA,PR,SUPLENTE,14536,2018
2250,LUCIANA DE ALMEIDA COSTA,PR,SUPLENTE,7417,2018
2251,JOSÉ ARAUJO SILVA,PR,SUPLENTE,1193,2018
2255,MILTON ANTONIO CASQUEL MONTI,PR,SUPLENTE,55125,2018
2256,EIJI DE CAMPOS SANTANA,PR,SUPLENTE,1519,2018
2265,ELIANA BARBOSA COSTA GARCIA,PR,SUPLENTE,114,2018
2270,ANTONIO CARLOS RODRIGUES,PR,SUPLENTE,50255,2018
2275,ELISÂNGELA APARECIDA BORGES MIGUEL,PR,SUPLENTE,1757,2018
2276,LINDINALVA MARIA OLIVEIRA CRUZ,PR,SUPLENTE,194,2018
2277,MIGUEL LOMBARDI,PR,ELEITO POR MÉDIA,93093,2018
2278,DEBORA CABRAL PAGANOTTO,PR,SUPLENTE,1597,2018
2280,ESTER NARDIN,PR,SUPLENTE,267,2018
2287,MARTINHO CARLOS COLPANI FILHO,PR,SUPLENTE,15409,2018
2288,DAVID ABMAEL DAVID,PR,SUPLENTE,19318,2018
2290,SERGIO CALDAS SANTANA,PR,SUPLENTE,8270,2018
2292,JOÃO VINICIUS BELUCCI PARRA COURA,PR,SUPLENTE,12908,2018
2299,MARCIO LUIZ ALVINO DE SOUZA,PR,ELEITO POR QP,135844,2018
2300,YVES RAPHAEL CARBINATTI RIBEIRO,PPS,SUPLENTE,4624,2018
2303,HUMBERTO VIEIRA BARBOSA LAUDARES PEREIRA,PPS,SUPLENTE,11713,2018
2313,DORACI MARIANO,PPS,SUPLENTE,1982,2018
2322,HILDA MARIA AZEVEDO ALVES,PPS,SUPLENTE,620,2018
2323,ROBERTO JOÃO PEREIRA FREIRE,PPS,SUPLENTE,24914,2018
2333,WALLACE ANANIAS DE FREITAS BRUNO,PPS,SUPLENTE,5531,2018
2343,ALEX SPINELLI MANENTE,PPS,ELEITO POR QP,127366,2018
2345,ARNALDO CALIL PEREIRA JARDIM,PPS,ELEITO POR QP,132363,2018
2351,POLLYANA FATIMA GAMA SANTOS,PPS,SUPLENTE,27956,2018
2362,ARLINDO MARIANO DE ARAUJO FILHO,PPS,SUPLENTE,18187,2018
2363,CARLOS ROBERTO MENDES PEIXOTO,PPS,SUPLENTE,1951,2018
2500,JORGE TADEU MUDALEN,DEM,SUPLENTE,50810,2018
2505,GISLENE CARDOSO,DEM,SUPLENTE,2321,2018
2510,MILTON CARLOS DE MELLO,DEM,SUPLENTE,40058,2018
2511,JOSÉ OLIMPIO SILVEIRA MORAES,DEM,SUPLENTE,83400,2018
2512,SERGIO ZULMIRO LITHOLDO,DEM,SUPLENTE,8854,2018
2517,EDUARDO CESAR LEITE,DEM,SUPLENTE,1541,2018
2525,ALEXANDRE LEITE DA SILVA,DEM,ELEITO POR QP,116416,2018
2526,DULCE DIAS DE ANDRADE,DEM,SUPLENTE,1265,2018
2533,DAVID BEZERRA RIBEIRO SOARES,DEM,ELEITO POR MÉDIA,99865,2018
2550,EUGENIO JOSÉ ZULIANI,DEM,ELEITO POR MÉDIA,89378,2018
2552,EDGARD TAKASHI SASAKI,DEM,SUPLENTE,15080,2018
2555,KIM PATROCA KATAGUIRI,DEM,ELEITO POR QP,465310,2018
2577,ADRIANO ELI CORRÊA,DEM,ELEITO POR MÉDIA,92257,2018
2588,MARIA GORETE SANTOS DE TOLEDO,DEM,SUPLENTE,4440,2018
2702,GILVANDA DOS SANTOS NASCIMENTO,DC,NÃO ELEITO,905,2018
2703,ELIANE APARECIDA COSTA,DC,NÃO ELEITO,500,2018
2704,DARLENICE NUNES DE OLIVEIRA,DC,NÃO ELEITO,152,2018
2705,LILIAN RODRIGUES MENDES,DC,NÃO ELEITO,236,2018
2706,GILSON FERREIRA DO NASCIMENTO,DC,NÃO ELEITO,321,2018
2707,RAFAEL BROCHI DE MATTOS,DC,NÃO ELEITO,1255,2018
2715,VALDECI DE PAULA,DC,NÃO ELEITO,432,2018
2717,FABIO DA SILVA RODRIGUES DE LIMA,DC,NÃO ELEITO,168,2018
2719,MARIZETE PEREIRA DE JESUS,DC,NÃO ELEITO,261,2018
2720,JOSÉ CARLOS TREVENZOLLI FILHO,DC,NÃO ELEITO,3323,2018
2722,ROBSON DA SILVA CAMPOS,DC,NÃO ELEITO,1039,2018
2727,JOSÉ CARLOS SELBACH EYMAEL,DC,NÃO ELEITO,311,2018
2728,LUCIANA BOARETTO DOS SANTOS,DC,NÃO ELEITO,475,2018
2729,MARJORYE RUDEK VALLINOTO COSTA,DC,NÃO ELEITO,341,2018
2737,CLAUDICEIA BOANERGES NANNI,DC,NÃO ELEITO,464,2018
2742,JEFFERSON ANDRE DE ALMEIDA,DC,NÃO ELEITO,1509,2018
2747,SILVIA CRISTINA COPIA CARRILHO SILVA MARTINS,DC,NÃO ELEITO,682,2018
2750,PATRICIA KIYOMI TANI,DC,NÃO ELEITO,435,2018
2751,MARAISA LEANDRO MORETE IGLESIAS,DC,NÃO ELEITO,189,2018
2756,ANTONIO JOÃO MENDONÇA,DC,NÃO ELEITO,750,2018
2757,MARIA APARECIDA GONÇALVES DE ARAUJO,DC,NÃO ELEITO,344,2018
2758,IZAMAR NUNES DA SILVA,DC,NÃO ELEITO,221,2018
2760,SEBASTIÃO JOSE DOS SANTOS,DC,NÃO ELEITO,179,2018
2769,MARIA ADRIANA MACIEL BARBOSA,DC,NÃO ELEITO,432,2018
2776,RICARDO GUIDI,DC,NÃO ELEITO,789,2018
2787,PAULO SERGIO BRUIANI BARBOSA,DC,NÃO ELEITO,1394,2018
2800,JOSIANE DA SILVA PEREIRA,PRTB,NÃO ELEITO,295,2018
2801,WILSON JAMBERG,PRTB,NÃO ELEITO,1536,2018
2803,CLAUDETE DOS SANTOS CYPRIANO,PRTB,NÃO ELEITO,98,2018
2804,ARLINDO MUNUERA JUNIOR,PRTB,NÃO ELEITO,526,2018
2805,ROGÉRIO DOS SANTOS GOMES,PRTB,NÃO ELEITO,1032,2018
2808,ANDRÉIA ROSA DA SILVA,PRTB,NÃO ELEITO,668,2018
2809,WALDIR QUINTINO DO NASCIMENTO,PRTB,NÃO ELEITO,278,2018
2810,FELIPE FREITAS DE ASSIS,PRTB,NÃO ELEITO,4110,2018
2811,LAUDERICO SARTORATTO,PRTB,NÃO ELEITO,445,2018
2812,OSVALDO MENESES DOS SANTOS,PRTB,NÃO ELEITO,1539,2018
2813,SONIA CRISTINA NEVES,PRTB,NÃO ELEITO,306,2018
2818,MARCOS ELI COPEINSQUI THOMAZINI,PRTB,NÃO ELEITO,2109,2018
2821,REGINALDO ESTEFANO LACERDA DOS SANTOS,PRTB,NÃO ELEITO,337,2018
2822,ROBERTO ROCHA BARRETO,PRTB,NÃO ELEITO,925,2018
2825,CLELIA DOS SANTOS DE CARVALHO,PRTB,NÃO ELEITO,809,2018
2827,PAULO RICARDO SIMONAGIO,PRTB,NÃO ELEITO,125,2018
2828,JOSÉ LEVY FIDELIX DA CRUZ,PRTB,NÃO ELEITO,32113,2018
2832,DAIANA LOPES BICUDO,PRTB,NÃO ELEITO,59,2018
2833,WALDEMAR LIMA RODRIGUES DA SILVA,PRTB,NÃO ELEITO,335,2018
2834,DIEGO FERNANDES DE MATOS,PRTB,NÃO ELEITO,859,2018
2835,JOSE RIBAMAR BRIOSO SOUSA,PRTB,NÃO ELEITO,1233,2018
2837,MARTA ELISABETH NIXDORF,PRTB,NÃO ELEITO,342,2018
2838,KARINA ROBERTA SINNI,PRTB,NÃO ELEITO,574,2018
2839,LIGIA CRISTINA CRUZ DE CAMPOS,PRTB,NÃO ELEITO,433,2018
2847,RISLAINE FEITOZA ALVES,PRTB,NÃO ELEITO,37,2018
2848,JOSÉ APARECIDO DOS SANTOS,PRTB,NÃO ELEITO,462,2018
2849,MARCELO NOGUEIRA,PRTB,NÃO ELEITO,143,2018
2852,CELSO SOARES,PRTB,NÃO ELEITO,410,2018
2854,ROSICLEIDE MARIA MACIEL DE OLIVEIRA,PRTB,NÃO ELEITO,10,2018
2855,EDSON DOMINGOS BALDASSI,PRTB,NÃO ELEITO,251,2018
2857,AURELIO DA SILVA VITAL,PRTB,NÃO ELEITO,195,2018
2866,CARLOS ANTONIO,PRTB,NÃO ELEITO,315,2018
2877,KENNEDY RENE RODRIGUES DA SILVA,PRTB,NÃO ELEITO,1280,2018
2882,JORGE CUNHA,PRTB,NÃO ELEITO,587,2018
2888,PATRICIO DE LIMA MELO,PRTB,NÃO ELEITO,512,2018
2889,ADAUTO VIANA JUNIOR,PRTB,NÃO ELEITO,17891,2018
2890,FERNANDO CESAR DE LIMA MOREIRA,PRTB,NÃO ELEITO,1822,2018
2892,OSMAR JOSE MARTINS DA SILVA,PRTB,NÃO ELEITO,16,2018
2899,GISELE CASARIN DA SILVA,PRTB,NÃO ELEITO,474,2018
3000,ALEXIS JOSEPH STEVERLYNCK FONTEYNE,NOVO,ELEITO POR MÉDIA,45298,2018
3001,JOSE LUIZ FRIGERIO PAULO,NOVO,SUPLENTE,5872,2018
3002,JONATHAN AYRES CASTELLANO,NOVO,SUPLENTE,5533,2018
3003,AGLIBERTO DO SOCORRO CHAGAS,NOVO,SUPLENTE,24252,2018
3005,MARLON FARIAS DA LUZ,NOVO,SUPLENTE,26132,2018
3006,RICARDO DE AQUINO SALLES,NOVO,SUPLENTE,36603,2018
