NR_CANDIDATO,NM_CANDIDATO,SG_PARTIDO,DS_SIT_TOT_TURNO,QT_VOTOS_NOMINAIS,ANO
3008,ALEXANDRE MACHADO,NOVO,SUPLENTE,5768,2018
3009,EDUARDO ARAUJO PRADO,NOVO,SUPLENTE,6131,2018
3010,ERICA CRISTINA ROCHA GORGA,NOVO,SUPLENTE,33425,2018
3011,MARIA ISABEL RODRIGUES TEIXEIRA,NOVO,SUPLENTE,11807,2018
3012,EDNEY BENEDITO SAMPAIO DUARTE JUNIOR,NOVO,SUPLENTE,12219,2018
3013,MARIA CLAUDIA DE OLIVEIRA CARVALHO,NOVO,SUPLENTE,2491,2018
3014,ROBERSON ANTEQUERA MORON,NOVO,SUPLENTE,9019,2018
3016,JOSÉ PEDROSA FERRAZ JUNIOR,NOVO,SUPLENTE,4219,2018
3017,DAVID PEREIRA DE AZEVEDO,NOVO,SUPLENTE,3433,2018
3020,JOÃO VESTIM GRANDE,NOVO,SUPLENTE,5140,2018
3021,MARCO ANTONIO DE SOUZA PINTO,NOVO,SUPLENTE,4494,2018
3022,FATIMA REGINA PORTELLA OLIVEIRA,NOVO,SUPLENTE,7602,2018
3023,MARCELO MARTINS CAMPOS,NOVO,SUPLENTE,1845,2018
3027,ADELSON FONSECA BEZERRA,NOVO,SUPLENTE,19927,2018
3028,SANDRA HELENA FERNANDES,NOVO,SUPLENTE,5305,2018
3029,TAMARA CREMA E CAMPOS,NOVO,SUPLENTE,731,2018
3030,VINICIUS LAZZER POIT,NOVO,ELEITO POR QP,207118,2018
3031,CHARLES WILLIAM MCNAUGHTON,NOVO,SUPLENTE,6416,2018
3032,FLAVIA NASSER GOULART,NOVO,SUPLENTE,17847,2018
3033,VINICIUS MARINI FERREIRA,NOVO,SUPLENTE,15366,2018
3036,LUIS EDUARDO GONÇALVES BUCCIARELLI,NOVO,SUPLENTE,9744,2018
3040,THYAGO LUIZ FRASSETTO RODRIGUES,NOVO,SUPLENTE,4894,2018
3043,TEREZA MARIA SAYEG,NOVO,SUPLENTE,4850,2018
3044,REGINA MARIA CUBERO LEITÃO,NOVO,SUPLENTE,4542,2018
3045,CLEVERSON FIUZA ALVES,NOVO,SUPLENTE,1524,2018
3050,ADRIANA MIGUEL VENTURA,NOVO,ELEITO POR QP,64341,2018
3051,MARIA DO ROCIO ESMANHOTO FANTON,NOVO,SUPLENTE,1066,2018
3054,EDUARDO LUNARDELLI NOVAES,NOVO,SUPLENTE,15503,2018
3060,MARISE AUGUSTO FERNANDES AUDI,NOVO,SUPLENTE,9218,2018
3063,ANDREA SPINOLA E CASTRO VILLELA SEQUEIRA,NOVO,SUPLENTE,11156,2018
3066,JOSÉ FRANCISCO BERTINO,NOVO,SUPLENTE,3092,2018
3070,ROBSON JOSE PORTA BOMBONATTI,NOVO,SUPLENTE,5492,2018
3076,PAULO ROBERTO MARTINS SERRA,NOVO,SUPLENTE,6154,2018
3077,MONICA ROSENBERG BRAIZAT,NOVO,SUPLENTE,35519,2018
3080,SANDRA MARIA GONÇALVES,NOVO,SUPLENTE,4823,2018
3083,MARIA CECILIA MARTINI DUARTE,NOVO,SUPLENTE,3001,2018
3090,THIAGO SATURNINO BARBOSA BELLO,NOVO,SUPLENTE,10917,2018
3092,ULISSES CASTRO TAVARES NETO,NOVO,SUPLENTE,1212,2018
3099,ALUISIO NOGUEIRA DA SILVA,NOVO,SUPLENTE,6886,2018
3101,ULYSSES DA CONCEIÇÃO VIANA,PHS,SUPLENTE,800,2018
3103,LEONORA MENDES DE LIMA,PHS,SUPLENTE,6591,2018
3111,SIMONE DE ARRUDA,PHS,SUPLENTE,1884,2018
3120,MARCELO CANDIDO LOPES SIMÕES,PHS,SUPLENTE,1910,2018
3124,SEVERINO DOS RAMOS SANTOS SILVA,PHS,SUPLENTE,443,2018
3131,LAÉRCIO BENKO LOPES,PHS,SUPLENTE,17388,2018
3132,ANDRE LUIZ ZANATA,PHS,SUPLENTE,2687,2018
3133,ARLINDO PEREIRA FIGUEIREDO JUNIOR,PHS,SUPLENTE,5004,2018
3150,SAMANTHA CONSTANZA,PHS,SUPLENTE,1749,2018
3170,VANDERLEI VELOZO MIRANDA,PHS,SUPLENTE,222,2018
3177,CRISTIANO EURIPEDES SOARES RODRIGUES DA SILVA,PHS,SUPLENTE,1009,2018
3300,ROSEMEIRE MARQUES RIBEIRO ARCHANGELO,PMN,NÃO ELEITO,1602,2018
3301,VIVIANE RODRIGUES DA SILVA AUGUSTO,PMN,NÃO ELEITO,780,2018
3302,EVANDRO CABRAL,PMN,NÃO ELEITO,929,2018
3303,PAULO DELLA ROSA JÚNIOR,PMN,NÃO ELEITO,758,2018
3304,NEUZA APARECIDA FERREIRA,PMN,NÃO ELEITO,386,2018
3305,VALÉRIO GRACIANO,PMN,NÃO ELEITO,139,2018
3307,EDILENE MARIA MAZER DOS SANTOS,PMN,NÃO ELEITO,144,2018
3308,OLGA MARIA DA SILVA LINO,PMN,NÃO ELEITO,114,2018
3310,EDUARDO GOMES DE MIRANDA FILHO,PMN,NÃO ELEITO,331,2018
3313,PAULO ROBERTO DOS SANTOS,PMN,NÃO ELEITO,302,2018
3314,MARCIO TOMAZELA,PMN,NÃO ELEITO,3034,2018
3315,MARCO ANTONIO CORACINI,PMN,NÃO ELEITO,155,2018
3316,ODILIA EXPEDITA DE SOUSA,PMN,NÃO ELEITO,427,2018
3318,ANTÔNIO SEVERINO RODRIGUES DA SILVA,PMN,NÃO ELEITO,259,2018
3319,FERNANDA MENDONÇA DE SOUZA GAMA,PMN,NÃO ELEITO,339,2018
3320,SERGIO TORRES DA SILVA,PMN,NÃO ELEITO,352,2018
3321,JOÃO PEDRO PERES RODRIGUES,PMN,NÃO ELEITO,633,2018
3322,ANTONIO ABERALDO DE PINHO,PMN,NÃO ELEITO,227,2018
3323,SIMONE SANTANA MACHADO,PMN,NÃO ELEITO,275,2018
3330,EDILSON GONÇALVES DE AGUIAR,PMN,NÃO ELEITO,636,2018
3332,SOLANGE DA SILVA,PMN,NÃO ELEITO,307,2018
3333,ANA PAULA CARVALHO BEATHALTER,PMN,NÃO ELEITO,7288,2018
3334,ANTONIO RAIMUNDO QUEIRÓZ,PMN,NÃO ELEITO,315,2018
3336,TIAGO APARECIDO SILVA ROCHA,PMN,NÃO ELEITO,103,2018
3337,APARECIDO RUBENS DE ANDRADE,PMN,NÃO ELEITO,179,2018
3339,NUBIA DE LIMA MARTINS,PMN,NÃO ELEITO,88,2018
3344,RITA DE CASSIA TAVARES DE ARAÚJO,PMN,NÃO ELEITO,187,2018
3345,NÉFI ANTONIO CASTRO TALES,PMN,NÃO ELEITO,818,2018
3350,JOSÉ CARLOS MONTEIRO DOS REIS,PMN,NÃO ELEITO,746,2018
3353,NELSON SOARES SILVEIRA,PMN,NÃO ELEITO,133,2018
3355,SIMIÃO BERNARDO DOS SANTOS,PMN,NÃO ELEITO,213,2018
3356,PATRÍCIA FREITAS LIMA,PMN,NÃO ELEITO,2406,2018
3360,LAÉRCIO MENEZES SANTOS,PMN,NÃO ELEITO,283,2018
3363,MARCIA REGINA DE ALCÂNTARA SILVA,PMN,NÃO ELEITO,400,2018
3365,EDSON MARTINS FERREIRA,PMN,NÃO ELEITO,148,2018
3366,GENILCE DOS SANTOS,PMN,NÃO ELEITO,343,2018
3370,MARCOS MARIANO DE ABREU,PMN,NÃO ELEITO,36,2018
3373,WASHINGTON DE SOUZA GRIMAS,PMN,NÃO ELEITO,223,2018
3377,SIDINEY DONIZETTI GUEDES,PMN,NÃO ELEITO,3934,2018
3378,FRANCISCO ALVES DE LIMA FILHO,PMN,NÃO ELEITO,383,2018
3380,SILVANO VITURINO DOS SANTOS,PMN,NÃO ELEITO,64,2018
3388,MARCIO NEVES RABELO,PMN,NÃO ELEITO,446,2018
3389,MARILU DE PAULA AMARANTE,PMN,NÃO ELEITO,122,2018
3399,JOSE MARIA RODRIGUES DE MATOS,PMN,NÃO ELEITO,2610,2018
3510,MAURICIO DE CAMPOS MENDES PEREIRA,PMB,SUPLENTE,327,2018
3513,DANIEL PERPETUO MACEDO,PMB,SUPLENTE,496,2018
3517,MARCELO DOS SANTOS ALVES,PMB,SUPLENTE,89,2018
3519,SILVANA GOMES DE ARAUJO TEIXEIRA,PMB,SUPLENTE,582,2018
3534,EVERALDINA COSTA GAMA DE OLIVEIRA,PMB,SUPLENTE,129,2018
3535,MARLI JOSÉ DA SILVA BARBOSA,PMB,SUPLENTE,1955,2018
3536,LEONILDO ALMEIDA SOARES FERRO,PMB,SUPLENTE,689,2018
3540,ADEZIO DIAS BARBOZA,PMB,SUPLENTE,630,2018
3577,JORGE DE JESUS SILVA,PMB,SUPLENTE,662,2018
3578,LAIR MOURA SALA MALAVILA JUSEVICIUS,PMB,SUPLENTE,9362,2018
3607,CHARLES APARECIDO SILVERIO,PTC,NÃO ELEITO,193,2018
3608,ABRAAO GONÇALVES,PTC,NÃO ELEITO,927,2018
3613,RICARDO FASSIO CAVALCANTE CUNHA,PTC,NÃO ELEITO,2866,2018
3615,BRANDINA MARIA SOARES DE OLIVEIRA,PTC,NÃO ELEITO,432,2018
3616,ELENCASTON CANDIDO DA SILVA,PTC,NÃO ELEITO,361,2018
3618,MARCIA APARECIDA BACELLAR,PTC,NÃO ELEITO,252,2018
3620,WELLINGTON DE JESUS PINTO,PTC,NÃO ELEITO,79,2018
3622,ABEL COSTA,PTC,NÃO ELEITO,409,2018
3626,DANUBIA FLORIANO CHAGAS PEREIRA,PTC,NÃO ELEITO,107,2018
3630,TEREZINHA APARECIDA MARQUES TOSINI ESTEVES,PTC,NÃO ELEITO,75,2018
3633,ADALTO DAS DORES LIMA,PTC,NÃO ELEITO,847,2018
3635,DENILSON LUCAS DE LIMA,PTC,NÃO ELEITO,184,2018
3636,ISABELLE SATIKO SOYAMA,PTC,NÃO ELEITO,877,2018
3637,MARCELO AUGUSTO VOLTARELLI,PTC,NÃO ELEITO,194,2018
3643,OSWALDO MARTINS DE OLIVEIRA,PTC,NÃO ELEITO,261,2018
3644,RONIVALDO REIS DA COSTA,PTC,NÃO ELEITO,502,2018
3645,GISELE PONCIO,PTC,NÃO ELEITO,153,2018
3650,ANA LUCIA PEREIRA,PTC,NÃO ELEITO,302,2018
3652,WILLIANS ROCHA MONTEIRO,PTC,NÃO ELEITO,129,2018
3653,APARECIDO NUNES OLIVEIRA,PTC,NÃO ELEITO,449,2018
3655,JAIRO ATAIDE DA SILVA,PTC,NÃO ELEITO,120,2018
3659,JOSUE LIMA LINS,PTC,NÃO ELEITO,103,2018
3660,CLAUDIA DE JESUS DE SOUZA,PTC,NÃO ELEITO,48,2018
3666,MAURICIO ONOFRE GONÇALVES CORREA,PTC,NÃO ELEITO,236,2018
3670,HEITOR ROBERTO TOMMASINI,PTC,NÃO ELEITO,92,2018
3678,ALINE MONICA RIBEIRO,PTC,NÃO ELEITO,334,2018
3680,MARIA FRANCISCA DA SILVA NEVES,PTC,NÃO ELEITO,49,2018
3694,FABIO ALEXANDRE NOGUEIRA,PTC,NÃO ELEITO,2002,2018
3699,LUIZ FERNANDO LOBAO,PTC,NÃO ELEITO,239,2018
4000,LUIZ LAURO FERREIRA FILHO,PSB,SUPLENTE,75535,2018
4001,LUIZ FLAVIO GOMES,PSB,ELEITO POR MÉDIA,86433,2018
4002,MARIO XANDÓ DE OLIVEIRA NETO,PSB,SUPLENTE,2171,2018
4003,JOSÉ GOZZE,PSB,SUPLENTE,2912,2018
4004,FRANCISCO MOACIR BEZERRA DE MELO FILHO,PSB,SUPLENTE,5988,2018
4005,LAUDINEY FERNANDO SILVA FRAGA,PSB,SUPLENTE,6726,2018
4007,ANDRESSA SALES STRAMBECK DA COSTA,PSB,SUPLENTE,10159,2018
4008,MARIANA KOEHLER CARDOSO,PSB,SUPLENTE,656,2018
4009,LUCINEIA FERREIRA SANTOS COSTA,PSB,SUPLENTE,7948,2018
4010,GABRIEL FERRATO DOS SANTOS,PSB,SUPLENTE,11828,2018
4011,CAIO MIRANDA CARNEIRO,PSB,SUPLENTE,18302,2018
4012,MARCELO THEODORO DE AGUIAR,PSB,SUPLENTE,36888,2018
4015,RODRIGO ANTONIO DE AGOSTINHO MENDONÇA,PSB,ELEITO POR QP,100179,2018
4018,JOÃO FERREIRA FREIRE,PSB,SUPLENTE,817,2018
4020,JEDIEL HOSANA DE CARVALHO,PSB,SUPLENTE,1168,2018
4021,CLAUDIO FERREIRA DA CRUZ,PSB,SUPLENTE,554,2018
4022,RENATO KOGA CERQUEIRA,PSB,SUPLENTE,3191,2018
4023,JOSÉ MARCELO MOTA,PSB,SUPLENTE,2353,2018
4025,CIRLENE MARIA MARGONATO RABECCHINI,PSB,SUPLENTE,748,2018
4030,VINICIUS PASSOS,PSB,SUPLENTE,17394,2018
4031,FLAVIO COSTA MORALES,PSB,SUPLENTE,1211,2018
4032,CELIO LUCAS DE ALMEIDA,PSB,SUPLENTE,3784,2018
4033,LEANDRO AVELINO RODRIGUES CRUZ,PSB,SUPLENTE,7445,2018
4036,RIVAEL BENEDITO DE SOUZA,PSB,SUPLENTE,11643,2018
4040,VALDOMIRO LOPES DA SILVA JUNIOR,PSB,SUPLENTE,60155,2018
4041,FABIO CHAZYN,PSB,SUPLENTE,291,2018
4042,TEREZINHA MARIA DOS SANTOS SILVA,PSB,SUPLENTE,3576,2018
4044,JEFFERSON ALVES DE CAMPOS,PSB,ELEITO POR QP,99974,2018
4045,LUIZ ALBERTO FRATINI,PSB,SUPLENTE,10945,2018
4046,ALDOMIRO FERNANDES,PSB,SUPLENTE,374,2018
4048,LIA LOPES ALMEIDA,PSB,SUPLENTE,1995,2018
4050,RICARDO AUGUSTO MACHADO DA SILVA,PSB,SUPLENTE,61037,2018
4053,HELIO ALVES RIBEIRO,PSB,SUPLENTE,31312,2018
4054,ELISEU GABRIEL DE PIERI,PSB,SUPLENTE,36074,2018
4056,CLÁUDIO DA SILVEIRA FARIA,PSB,SUPLENTE,482,2018
4060,GUSTAVO BENSDORP PALMIERI,PSB,SUPLENTE,44984,2018
4066,FRANCISCO MARCIO DE CARVALHO,PSB,SUPLENTE,4721,2018
4070,CAMILA GODOI DA SILVA RODRIGUES,PSB,SUPLENTE,29703,2018
4075,SIMONE APARECIDA CARDOSO,PSB,SUPLENTE,25629,2018
4077,ROSANA DE OLIVEIRA VALLE,PSB,ELEITO POR QP,106100,2018
4078,JURACI SAMPAIO,PSB,SUPLENTE,2010,2018
4079,MARIA LUIZA DE OLIVEIRA PIRES,PSB,SUPLENTE,201,2018
4080,MARCO AURELIO UBIALI,PSB,SUPLENTE,30363,2018
4085,ADENILSON GUERRA,PSB,SUPLENTE,949,2018
4088,EDUARDO ANTONIO DA SILVA PIRES,PSB,SUPLENTE,35598,2018
4091,GIRLEIDE DE ALENCAR SILVA,PSB,SUPLENTE,155,2018
4096,IOLANDA KEIKO MIASHIRO OTA,PSB,SUPLENTE,60499,2018
4099,MARISA NUNES DOS SANTOS,PSB,SUPLENTE,257,2018
4300,GILBERTO TANOS NATALINI,PV,SUPLENTE,27316,2018
4301,MATHEUS DE OLIVEIRA PINTO,PV,SUPLENTE,39802,2018
4302,MARIA ROSANE DOS SANTOS,PV,SUPLENTE,346,2018
4303,JOÃO PEREIRA DA SILVA,PV,SUPLENTE,4794,2018
4305,JULIANA APARECIDA PEREIRA,PV,SUPLENTE,190,2018
4306,ALINE DE CARVALHO,PV,SUPLENTE,570,2018
4307,RAUL THAME DE TOLEDO ALMEIDA,PV,SUPLENTE,1247,2018
4309,MAURICIO PINHEIRO,PV,SUPLENTE,294,2018
4310,CARLOS AUGUSTO PEREIRA DA SILVA,PV,SUPLENTE,803,2018
4311,DAVI MOTA COSTA,PV,SUPLENTE,17429,2018
4312,IVAN RICARDO FIRMINO,PV,SUPLENTE,1419,2018
4313,JOSÉ ALEXANDRE PENA DEVESA,PV,SUPLENTE,4316,2018
4314,ALVARO BRUNO CASTRO GARCIA,PV,SUPLENTE,1302,2018
4316,FERNANDO TENÓRIO DI SCHIAVI,PV,SUPLENTE,612,2018
4317,ANTONIO ROBERTO MARTINS,PV,SUPLENTE,1226,2018
4318,JACIRA GOMES GONÇALVES GÓES,PV,SUPLENTE,129,2018
4319,VANDIR NATAL CASAGRANDE,PV,SUPLENTE,1458,2018
4320,KEILA MARIA ALVES SILVA,PV,SUPLENTE,2009,2018
4321,MARCELO FERNANDES DE OLIVEIRA,PV,SUPLENTE,3646,2018
4322,WARWICK DO AMARAL MANFRINATO,PV,SUPLENTE,2127,2018
4323,ANTONIO LUIZ COLUCCI,PV,SUPLENTE,30996,2018
4325,CARLOS ALEXANDRE RAMOS,PV,SUPLENTE,7503,2018
4327,REGINA HELENA DOS SANTOS FUKUSIG,PV,SUPLENTE,189,2018
4329,ANDRÉ MARTINS MACHADO,PV,SUPLENTE,427,2018
4330,LEANDRO SILVA BATISTA,PV,SUPLENTE,2927,2018
4333,LUIZ CARLOS ROSSINI,PV,SUPLENTE,11125,2018
4334,MARIA REGINA GONÇALVES,PV,SUPLENTE,26312,2018
4335,NATALINO DAVI DA SILVA,PV,SUPLENTE,3340,2018
4336,ENRICO VAN BLARCUM DE GRAAFF MISASI,PV,ELEITO POR QP,108038,2018
4337,ROSANILDA ANTONIA DA SILVA,PV,SUPLENTE,634,2018
4338,ANISIA PAULINA TEIXEIRA,PV,SUPLENTE,79,2018
4339,FERNANDA MORENO DA SILVA,PV,SUPLENTE,3612,2018
4340,ALEKSANDRA CARVALHO DA MOTTA,PV,SUPLENTE,639,2018
4342,JOSÉ CLAUDIO MANCILHA DE FARIA BARBOSA ,PV,SUPLENTE,11681,2018
4343,JOSÉ LUIZ DE FRANÇA PENNA,PV,SUPLENTE,14528,2018
4344,TATIANE BIAGGI DE OLIVEIRA DAMACENO,PV,SUPLENTE,1534,2018
4345,JESUS MARTINS,PV,SUPLENTE,471,2018
4346,HELIO DE MATOS FRANÇA,PV,SUPLENTE,247,2018
4347,ANA LUCIA PECORARO,PV,SUPLENTE,394,2018
4348,ADRIANA SIMÕES DE ARAUJO,PV,SUPLENTE,1103,2018
4349,CLAUDIO GASPAR DOTTORI,PV,SUPLENTE,1264,2018
4350,GERSON ANTONIO DE PAULA,PV,SUPLENTE,163,2018
4351,JULIO TOCALINO NETO,PV,SUPLENTE,275,2018
4352,CASSIO TOLEDO PULLIN MIRANDA,PV,SUPLENTE,263,2018
4353,ANTONIO DOS REIS ZAMARCHI,PV,SUPLENTE,5022,2018
4355,JUVENILDO DE OLIVEIRA DANTAS,PV,SUPLENTE,2199,2018
4357,ALEXANDRE TADEU LUZIANI NEGRI,PV,SUPLENTE,500,2018
4359,TOMAZ KIYOMU KURASHIMA JUNIOR,PV,SUPLENTE,412,2018
4360,ANTONIO CARLOS ALVES DA SILVA,PV,SUPLENTE,7414,2018
4361,SAMANTHA FREIRE DIAS,PV,SUPLENTE,127,2018
4362,ANTONIO CARLOS PADULA,PV,SUPLENTE,983,2018
4365,ANDREIA CAMPOS SALES MARTINS,PV,SUPLENTE,1100,2018
4366,LUISA DA SILVA FERNANDES,PV,SUPLENTE,682,2018
4367,ALTONOMISTA BEZERRA DA SILVA,PV,SUPLENTE,1735,2018
4368,BEATRIZ HELENA DE MACEDO,PV,SUPLENTE,712,2018
4369,ARNALDO DE OLIVEIRA JÚNIOR,PV,SUPLENTE,3109,2018
4370,RODRIGO SCARDELATO GONZALES,PV,SUPLENTE,1629,2018
4372,ANDERSON DE OLIVEIRA GALCHIN,PV,SUPLENTE,585,2018
4373,ELIZABETH AGATÃO,PV,SUPLENTE,341,2018
4374,ANTONIO VLASITON VIDAL,PV,SUPLENTE,933,2018
4375,ROBERTA CRISTINA BARRADA MELCHIOR MERLO,PV,SUPLENTE,683,2018
4377,ANTÔNIO CARLOS DE MENDES THAME,PV,SUPLENTE,14493,2018
4378,FABIO SIQUEIRA DIAS,PV,SUPLENTE,4878,2018
4379,MAURICIO GOMES DA SILVA,PV,SUPLENTE,531,2018
4380,CLÓVIS DE OLIVEIRA MAITO,PV,SUPLENTE,1657,2018
4381,MARCO ANTONIO DE ANDRADE,PV,SUPLENTE,159,2018
4382,JESSE DE MEDEIROS NAVARRO,PV,SUPLENTE,337,2018
4383,HENRIQUE FERRACINI DIAS,PV,SUPLENTE,565,2018
4384,MARIA DO CARMO SILVA,PV,SUPLENTE,127,2018
4386,EDSON BERTONI,PV,SUPLENTE,1100,2018
4388,ROSALINA RAMALHO DA SILVA,PV,SUPLENTE,2497,2018
4390,DELMA DE SOUZA DE JESUS,PV,SUPLENTE,157,2018
4391,MONICA GABRIEL,PV,SUPLENTE,3709,2018
4392,JORDEVAN JOSE DE QUEIROZ FERREIRA,PV,SUPLENTE,1431,2018
4393,PEDRO BORBOREMA DE ARAÚJO,PV,SUPLENTE,1294,2018
4394,EDUARDO BARTOLOMEU RECHE PERES,PV,SUPLENTE,660,2018
4395,MARCIO ALEXANDRE PEREIRA,PV,SUPLENTE,1388,2018
4396,ADENILTON FERREIRA DA SILVA,PV,SUPLENTE,5239,2018
4397,ANGELA MARIA PEREIRA MATOS BARCELLOS,PV,SUPLENTE,183,2018
4398,MARCOS ANTONIO GONÇALVES,PV,SUPLENTE,474,2018
4400,ROBERTO PIRES,PRP,NÃO ELEITO,4945,2018
4402,MARILDA DE SANTANA GIRON,PRP,NÃO ELEITO,325,2018
4403,NELCI TEIXEIRA SILVA DE GUIDE,PRP,NÃO ELEITO,562,2018
4404,CLAUDIO CALASANS CAMARGO,PRP,NÃO ELEITO,7464,2018
4405,VANESSA RODRIGUES SALES,PRP,NÃO ELEITO,311,2018
4406,ANA MARIA MURARI,PRP,NÃO ELEITO,304,2018
4408,LUIZ EDUARDO MARTINS,PRP,NÃO ELEITO,101,2018
4409,LUIZ CARLOS SUZANO,PRP,NÃO ELEITO,59,2018
4410,RAPHAEL APARECIDO DE OLIVEIRA,PRP,NÃO ELEITO,7245,2018
4411,CLAUDIO ERNANI MARCONDES DE MIRANDA,PRP,NÃO ELEITO,12531,2018
4412,ALEXANDRE SÉRGIO DE OLIVEIRA AZOUBEL,PRP,NÃO ELEITO,5514,2018
4413,CICERO SANTANA DA SILVA,PRP,NÃO ELEITO,286,2018
4414,NELCI LISBOA CAMPOS,PRP,NÃO ELEITO,489,2018
4415,MARCO ANTONIO SANTOS,PRP,NÃO ELEITO,497,2018
4416,NATALIA DA GRAÇA VAZ,PRP,NÃO ELEITO,71,2018
4417,CRISTIANE ALVES DE ALMEIDA,PRP,NÃO ELEITO,377,2018
4418,ROMEU EMANOEL CASADEI DA SILVA,PRP,NÃO ELEITO,494,2018
4419,MARILENE BARBOSA DA SILVA,PRP,NÃO ELEITO,233,2018
4421,JOSEANIA MOREIRA FERREIRA,PRP,NÃO ELEITO,214,2018
4422,MARCELO ROBERTO AFONSO,PRP,NÃO ELEITO,1300,2018
4423,MARCOS DE SOUZA GUSMAN,PRP,NÃO ELEITO,638,2018
4425,VIVIAN GONÇALVES DOS PASSOS,PRP,NÃO ELEITO,123,2018
4426,ELIAS MATIAS DA SILVA,PRP,NÃO ELEITO,314,2018
4427,IVONIZE DE SOUZA BARRETO,PRP,NÃO ELEITO,175,2018
4428,BOAZ DOS SANTOS SILVA,PRP,NÃO ELEITO,4297,2018
4429,PAULA DANIELA DE JESUS,PRP,NÃO ELEITO,342,2018
4431,RENATA APARECIDA DE LIMA,PRP,NÃO ELEITO,229,2018
4432,CLAUDIO SABINO RIBEIRO,PRP,NÃO ELEITO,274,2018
4433,LEANDRO DIAS DOS SANTOS,PRP,NÃO ELEITO,743,2018
4434,JOSE VICENTE DE ROSIS MAZEU,PRP,NÃO ELEITO,3301,2018
4435,MOACIR LUIS SILVA DE OLIVEIRA,PRP,NÃO ELEITO,1857,2018
4438,VERA LEIDE DA SILVA,PRP,NÃO ELEITO,291,2018
4439,JOSE ANTONIO DE OLIVEIRA,PRP,NÃO ELEITO,49,2018
4440,ALEXANDRE ALVES TENORIO DOS SANTOS,PRP,NÃO ELEITO,710,2018
4441,LUIZ TEOFILO DA SILVA,PRP,NÃO ELEITO,286,2018
4442,JOSE ALIXANDRE ANTONIO DE OLIVEIRA,PRP,NÃO ELEITO,154,2018
4444,DANILO SILVEIRA MANHA,PRP,NÃO ELEITO,19899,2018
4445,LINCOLN AUGUSTO ALVES DE OLIVEIRA,PRP,NÃO ELEITO,697,2018
4446,FELIPE FERREIRA DE SOUZA,PRP,NÃO ELEITO,1927,2018
4447,CARLOS ALBERTO FABRINI,PRP,NÃO ELEITO,723,2018
4448,MARCO CESAR DE ARRUDA,PRP,NÃO ELEITO,364,2018
